name2,lon2,lat2
b2658,115.21652,34.78726
b2659,113.57642,36.57529
b2660,114.53908,36.12494
b2661,115.13175,36.88548
b2662,113.75678,36.18689
b2663,114.79562,35.85581
b2664,115.63208,35.20154
b2665,114.23702,34.23477
b2666,113.84076,35.25627
b2667,114.03305,34.90424
b2668,115.90427,36.86702
b2669,114.37413,36.78217
b2670,114.60086,34.18969
b2671,113.43951,34.27159
b2672,114.35829,35.94629
b2673,113.84153,36.62768
b2674,115.1676,35.89894
b2675,114.58396,35.36563
b2676,114.09723,34.29649
b2677,115.03614,35.56614
b2678,114.63388,36.97195
b2679,113.73606,36.55651
b2680,115.41325,34.19638
b2681,114.94786,34.90284
b2682,115.1732,34.82809
b2683,114.47228,34.39375
b2684,113.88258,34.9807
b2685,113.51557,35.51057
b2686,115.57968,34.74104
b2687,115.27152,36.13694
b2688,114.69877,34.66136
b2689,114.38559,36.00254
b2690,114.77552,34.96683
b2691,113.34643,35.69463
b2692,113.50571,35.80801
b2693,114.33614,34.91781
b2694,113.61307,35.96107
b2695,115.84791,34.30236
b2696,113.93663,34.8666
b2697,113.37101,34.64007
b2698,115.86219,35.37072
b2699,115.37031,35.42484
b2700,113.93095,34.81305
b2701,114.19342,35.083
b2702,114.99276,36.19699
b2703,113.22914,35.88603
b2704,114.94154,34.50787
b2705,113.29418,34.12799
b2706,115.55413,35.02447
b2707,113.47905,35.59633
b2708,113.88044,35.49092
b2709,113.6722,34.28222
b2710,113.62715,35.31585
b2711,113.25105,34.3812
b2712,113.75488,36.56927
b2713,113.40635,34.64033
b2714,115.31493,34.4255
b2715,113.5636,35.75793
b2716,115.47373,35.34133
b2717,115.80068,34.22383
b2718,114.82166,36.48303
b2719,115.30255,36.8309
b2720,114.16945,34.32862
b2721,114.36018,36.65959
b2722,114.98542,36.40785
b2723,113.38536,36.37407
b2724,114.95831,35.00937
b2725,115.51224,36.14545
b2726,113.66996,35.93735
b2727,115.8528,36.16809
b2728,115.07754,36.44867
b2729,113.67805,34.68651
b2730,114.83811,36.65324
b2731,114.90438,36.64994
b2732,114.41768,36.91934
b2733,113.66503,34.25082
b2734,114.99503,34.84609
b2735,114.18443,36.07069
b2736,114.38753,35.12847
b2737,115.16464,34.3066
b2738,115.62052,34.28963
b2739,113.38312,36.58028
b2740,113.85549,36.76109
b2741,114.4425,34.84737
b2742,113.92401,34.57053
b2743,114.64564,35.52353
b2744,114.38153,36.71853
b2745,113.20424,36.48703
b2746,113.60244,35.36469
b2747,115.66052,34.70294
b2748,113.30013,34.73445
b2749,115.02101,34.57266
b2750,113.77806,36.70568
b2751,114.54717,34.59364
b2752,113.2214,34.39633
b2753,113.32401,36.7815
b2754,115.55248,36.95692
b2755,113.55037,34.44277
b2756,113.51624,36.67372
b2757,113.53338,34.55393
b2758,114.63538,36.54547
b2759,115.41161,36.97236
b2760,114.5318,36.78305
b2761,113.13705,35.64652
b2762,115.69292,34.15448
b2763,115.42672,36.81658
b2764,114.09005,34.66035
b2765,115.43045,34.14431
b2766,115.68623,34.4593
b2767,114.07362,34.93586
b2768,113.1962,35.20677
b2769,115.4243,36.46125
b2770,114.73682,35.57606
b2771,115.76102,35.70544
b2772,114.22767,36.61788
b2773,114.42531,36.68462
b2774,115.03173,35.09315
b2775,115.35859,36.0415
b2776,114.28502,36.40864
b2777,114.91597,36.25495
b2778,114.06318,34.73276
b2779,115.48145,36.83749
b2780,115.60161,35.22083
b2781,115.30276,36.5947
b2782,113.38011,35.69727
b2783,115.67421,34.12928
b2784,113.50924,36.90064
b2785,114.06969,35.54627
b2786,115.18818,35.4018
b2787,113.26654,36.41695
b2788,114.23548,34.71964
b2789,113.7121,36.2428
b2790,114.60767,36.37294
b2791,113.50843,35.62347
b2792,114.14586,34.75129
b2793,113.3255,36.02409
b2794,114.71477,36.78167
b2795,113.38455,34.54196
b2796,113.21789,36.49773
b2797,114.59044,36.88875
b2798,114.13957,34.89484
b2799,114.15907,35.19817
b2800,114.46805,36.83807
b2801,114.76378,36.01297
b2802,113.7408,34.34866
b2803,113.38025,35.90485
b2804,114.93554,35.37045
b2805,113.19633,36.71796
b2806,114.59927,35.50919
b2807,113.2844,34.88981
b2808,115.80805,34.94687
b2809,115.61589,36.17912
b2810,113.24106,34.28238
b2811,115.39372,35.04148
b2812,114.08553,36.64656
b2813,114.15218,35.27795
b2814,115.53221,34.98169
b2815,114.86362,36.78147
b2816,114.47768,34.58094
b2817,113.34951,35.13982
b2818,115.35166,35.00752
b2819,114.42917,36.36268
b2820,114.94198,34.85476
b2821,113.37014,36.3281
b2822,114.38405,35.5473
b2823,114.59166,35.88744
b2824,113.69031,36.90902
b2825,113.21798,36.83445
b2826,114.44849,35.0522
b2827,115.20482,35.78179
b2828,115.52931,36.15039
b2829,115.33361,34.33408
b2830,114.32472,35.28948
b2831,114.34324,35.86463
b2832,114.21885,36.30744
b2833,114.32496,34.76231
b2834,114.88684,34.96256
b2835,113.65903,34.18399
b2836,115.12089,36.59391
b2837,114.20333,34.6739
b2838,115.76399,34.90704
b2839,114.37571,34.73873
b2840,114.75834,36.78829
b2841,115.02121,34.68188
b2842,113.50193,35.6034
b2843,113.82199,34.95246
b2844,113.37143,36.71762
b2845,113.87786,34.80867
b2846,113.40725,36.57669
b2847,113.37412,36.16941
b2848,115.02705,36.32478
b2849,114.58392,34.37618
b2850,114.22814,35.06787
b2851,113.72372,36.88439
b2852,115.72823,35.66726
b2853,113.81023,36.68176
b2854,113.928,34.62722
b2855,115.11522,34.67213
b2856,113.63079,34.56995
b2857,113.27021,34.84934
b2858,113.3526,36.1249
b2859,114.8066,34.98998
b2860,114.04467,35.21786
b2861,114.47577,35.73527
b2862,114.41858,35.65966
b2863,114.37932,36.02427
b2864,115.59934,36.83041
b2865,114.19827,34.75506
b2866,113.17748,36.52537
b2867,113.98219,36.67067
b2868,114.99087,35.78255
b2869,114.41311,36.65914
b2870,114.44692,35.62998
b2871,113.89926,36.79512
b2872,113.99036,36.37386
b2873,115.91257,34.86403
b2874,115.36631,36.58063
b2875,115.95805,34.13875
b2876,113.79722,34.6635
b2877,113.31006,35.5296
b2878,113.9031,36.93756
b2879,113.33221,36.44743
b2880,113.62085,36.55935
b2881,114.51466,34.44801
b2882,115.72491,36.41405
b2883,113.50636,36.46681
b2884,113.29994,35.7534
b2885,113.48217,36.50524
b2886,115.71841,34.90301
b2887,114.49258,34.18281
b2888,113.89749,35.0544
b2889,113.93299,34.46243
b2890,115.06013,35.12442
b2891,114.47464,35.95557
b2892,115.48483,35.72489
b2893,113.79548,35.30762
b2894,113.54491,35.06953
b2895,114.02558,35.593
b2896,114.32689,34.71176
b2897,114.64014,34.20085
b2898,114.8604,36.65811
b2899,115.96618,34.57778
b2900,114.72286,36.6064
b2901,115.67636,35.39808
b2902,115.81776,34.76166
b2903,115.42864,36.77455
b2904,114.50076,36.11273
b2905,115.35373,36.65992
b2906,115.54657,36.16083
b2907,113.2677,34.27424
b2908,115.79144,35.64234
b2909,115.12126,34.12994
b2910,115.788,35.62657
b2911,113.44395,36.07561
b2912,113.31986,34.33555
b2913,113.73943,35.66965
b2914,115.47932,34.21994
b2915,114.34533,36.7626
b2916,115.78202,36.963
b2917,113.58938,36.28851
b2918,115.23903,35.86236
b2919,115.93295,34.33501
b2920,114.74573,34.59434
b2921,114.48941,36.7948
b2922,113.64419,34.49835
b2923,114.78002,36.33315
b2924,113.13582,34.28247
b2925,114.67987,35.31076
b2926,114.28579,36.47872
b2927,113.62815,34.68669
b2928,115.17101,34.91635
b2929,115.66545,36.81946
b2930,114.04688,36.50671
b2931,114.86147,36.11661
b2932,114.4845,35.60393
b2933,113.41524,36.41462
b2934,114.27913,36.07983
b2935,113.68275,35.80768
b2936,115.65983,36.4459
b2937,114.45514,36.02294
b2938,115.50282,36.0643
b2939,114.38708,36.4746
b2940,115.07885,36.05656
b2941,115.16935,36.4453
b2942,113.90592,36.59964
b2943,115.31789,34.36888
b2944,115.41392,36.64445
b2945,114.09838,35.99293
b2946,115.87776,36.08698
b2947,114.70799,35.45258
b2948,113.45405,35.52125
b2949,114.41761,35.23507
b2950,115.52014,34.30041
b2951,115.49559,36.6252
b2952,113.67144,35.41437
b2953,114.91396,34.71739
b2954,113.78548,36.29481
b2955,113.86671,36.57518
b2956,115.22009,34.38509
b2957,115.93549,34.42759
b2958,114.20636,35.93361
b2959,115.98083,36.44715
b2960,114.61709,34.22978
b2961,113.69439,34.61557
b2962,115.622,36.60533
b2963,113.95027,35.2846
b2964,113.86275,35.63684
b2965,113.63234,34.2193
b2966,114.72556,35.05358
b2967,113.74683,34.79938
b2968,114.39064,36.31691
b2969,113.23342,36.61536
b2970,113.19237,35.08711
b2971,113.90174,36.43467
b2972,115.06914,34.33945
b2973,114.90995,36.89
b2974,115.93695,35.16494
b2975,114.78075,34.43005
b2976,114.46602,34.8893
b2977,115.29113,36.3507
b2978,114.7718,34.13886
b2979,114.34508,34.50122
b2980,115.83093,36.75524
b2981,113.56663,36.9045
b2982,114.86393,35.45788
b2983,113.90992,35.64977
b2984,114.96987,36.99896
b2985,115.15372,36.49514
b2986,113.71582,36.36587
b2987,114.43658,34.82008
b2988,113.95899,34.14549
b2989,114.79109,34.17815
b2990,114.68089,34.23124
b2991,113.4175,35.63026
b2992,114.25846,34.39005
b2993,115.00584,36.54031
b2994,114.37498,36.9629
b2995,114.11615,34.20994
b2996,113.97619,34.38251
b2997,113.9348,36.89436
b2998,115.91677,36.97855
b2999,115.10794,36.0951
b3000,113.78199,34.49371
b3001,114.68123,34.78666
b3002,115.72793,34.48812
b3003,115.36997,35.26027
b3004,113.55931,34.63899
b3005,113.78315,34.29498
b3006,113.18759,35.40623
b3007,114.7082,35.87245
b3008,114.09501,34.94016
b3009,114.09169,34.60087
b3010,114.60497,35.67412
b3011,115.6655,34.83103
b3012,114.11209,35.4218
b3013,114.3257,35.30266
b3014,114.71698,34.29142
b3015,114.96139,35.18529
b3016,114.44687,35.11219
b3017,113.22855,35.17427
b3018,115.15308,35.10487
b3019,113.22106,35.9159
b3020,113.15841,34.15071
b3021,114.03922,36.00299
b3022,113.17378,34.60324
b3023,113.84439,36.92607
b3024,114.24084,35.33979
b3025,113.13268,35.93587
b3026,113.21093,36.15689
b3027,114.29369,35.38316
b3028,114.69124,36.32706
b3029,114.36061,35.58075
b3030,114.84359,35.27106
b3031,113.70946,35.23771
b3032,114.08754,35.92419
b3033,113.395,36.93736
b3034,115.1502,36.35643
b3035,114.73609,34.59358
b3036,113.99825,36.51462
b3037,115.96021,34.55167
b3038,114.00228,36.33092
b3039,113.4128,34.76557
b3040,113.44924,35.95032
b3041,114.77396,36.23284
b3042,114.21959,35.55772
b3043,113.76055,36.10074
b3044,115.9212,36.07378
b3045,114.90738,35.86781
b3046,113.98007,34.75086
b3047,114.2311,34.41568
b3048,114.4473,36.37936
b3049,113.29237,36.27304
b3050,115.03197,35.1569
b3051,113.57036,34.30735
b3052,115.93324,36.14991
b3053,113.51736,36.53909
b3054,113.97492,34.62498
b3055,114.39306,34.21253
b3056,115.50661,34.45722
b3057,113.74245,36.87228
b3058,113.309,36.39961
b3059,115.29585,36.28677
b3060,113.37223,35.83223
b3061,114.69768,34.27427
b3062,115.42634,34.43676
b3063,114.59025,34.95257
b3064,115.03741,36.76943
b3065,115.92279,35.94478
b3066,113.46288,35.48957
b3067,115.43988,36.22124
b3068,115.9147,35.57806
b3069,115.82499,34.76144
b3070,114.53293,36.01334
b3071,115.17612,36.24432
b3072,115.29984,36.0124
b3073,113.42489,35.86368
b3074,113.35356,35.74006
b3075,113.56703,34.92978
b3076,113.82223,36.54828
b3077,115.49878,36.96976
b3078,114.68238,36.68016
b3079,114.56758,34.5086
b3080,115.75764,36.03972
b3081,114.95457,36.67531
b3082,114.52355,34.43397
b3083,115.27825,34.27574
b3084,114.38219,34.31263
b3085,114.7904,36.06799
b3086,114.98647,36.04371
b3087,113.87089,36.32376
b3088,115.00608,36.67075
b3089,113.44185,35.96744
b3090,115.33469,36.66189
b3091,113.18799,35.26697
b3092,115.22781,34.95316
b3093,114.45313,36.29224
b3094,113.67387,35.57699
b3095,115.54672,35.60448
b3096,113.5511,36.53218
b3097,115.82639,36.29997
b3098,114.77053,36.62709
b3099,115.57508,36.79261
b3100,113.1372,34.73573
b3101,115.11126,35.12088
b3102,115.84069,34.57864
b3103,115.98202,34.93455
b3104,115.1308,35.17173
b3105,115.71917,36.9973
b3106,114.20599,36.95032
b3107,113.29177,35.84177
b3108,114.12075,35.43551
b3109,115.17534,35.58534
b3110,113.76272,35.78215
b3111,114.2908,35.91393
b3112,114.2148,36.36701
b3113,113.52947,34.96968
b3114,115.6964,36.46579
b3115,115.01821,36.3254
b3116,115.76348,36.67714
b3117,114.75961,34.96541
b3118,113.50321,36.16609
b3119,114.58416,36.48129
b3120,115.43151,36.35643
b3121,113.41131,35.46724
b3122,115.24473,35.74202
b3123,115.71487,35.94008
b3124,114.61627,35.13648
b3125,114.01851,36.11035
b3126,115.44199,35.88215
b3127,113.92717,35.76338
b3128,115.29547,35.87231
b3129,115.76296,36.81194
b3130,113.65767,36.58894
b3131,115.67846,36.15532
b3132,114.00847,36.1534
b3133,114.80075,35.62368
b3134,115.62981,36.84413
b3135,114.73234,35.19377
b3136,113.24912,34.19833
b3137,114.53069,34.35757
b3138,114.02631,35.64503
b3139,114.27274,35.38624
b3140,115.0166,34.75254
b3141,114.25419,36.4629
b3142,115.41128,35.1536
b3143,115.74548,35.35386
b3144,113.63728,35.31503
b3145,113.58808,34.81707
b3146,113.78622,34.22428
b3147,115.17916,36.9954
b3148,113.67432,34.77494
b3149,115.19694,35.07973
b3150,114.96759,36.05479
b3151,113.52705,36.92745
b3152,115.37223,36.42934
b3153,113.462,36.40953
b3154,114.6668,34.27068
b3155,115.77691,34.30586
b3156,115.41707,36.32805
b3157,113.97348,34.76452
b3158,113.86296,35.23865
b3159,115.04566,36.62302
b3160,115.72987,35.8794
b3161,114.00742,35.71021
b3162,113.25008,34.70125
b3163,114.71048,34.94389
b3164,115.01485,34.51735
b3165,114.84734,34.83971
b3166,113.97542,36.51284
b3167,113.62483,35.73301
b3168,113.1685,35.15525
b3169,115.73163,36.59209
b3170,113.11998,36.07317
b3171,114.8602,35.89316
b3172,115.71205,35.36654
b3173,115.13474,34.42494
b3174,115.89738,34.82693
b3175,113.45948,36.49781
b3176,113.32642,34.48901
b3177,115.11362,35.23195
b3178,114.5659,34.50872
b3179,114.65444,36.04415
b3180,113.91469,35.58318
b3181,115.73854,35.71741
b3182,114.02105,35.64581
b3183,114.13338,34.87837
b3184,113.54952,36.3739
b3185,115.52752,36.10659
b3186,114.80108,35.5528
b3187,115.63167,35.13332
b3188,114.87581,36.11009
b3189,113.4096,36.4271
b3190,113.27204,35.72951
b3191,113.58075,36.86776
b3192,115.86497,36.0903
b3193,115.24664,35.6934
b3194,115.56082,34.14365
b3195,114.02065,36.04646
b3196,115.10081,35.22368
b3197,113.37221,35.09783
b3198,113.24238,36.35095
b3199,113.21249,34.93146
b3200,115.72186,34.74443
b3201,114.42398,34.69552
b3202,115.61748,35.94863
b3203,113.73881,36.51673
b3204,113.71977,35.27368
b3205,113.55403,34.39599
b3206,115.58648,34.20736
b3207,113.47162,36.3757
b3208,114.56135,34.92046
b3209,113.79408,35.24322
b3210,115.04852,36.21214
b3211,113.30964,35.98162
b3212,114.505,36.97386
b3213,115.99742,36.97832
b3214,114.145,34.25219
b3215,115.42728,34.41156
b3216,113.22168,36.40938
b3217,113.75183,36.3894
b3218,114.31092,34.69022
b3219,114.38107,35.91796
b3220,113.81372,34.14232
b3221,114.20001,36.90129
b3222,115.58585,34.78374
b3223,115.01259,34.90717
b3224,113.64933,34.41816
b3225,115.64733,35.57835
b3226,115.95579,36.28356
b3227,114.27031,35.83588
b3228,114.89524,36.55349
b3229,115.92809,35.6648
b3230,114.25445,35.20249
b3231,114.72531,35.52232
b3232,115.12538,35.23848
b3233,115.26625,34.41195
b3234,113.49566,35.54111
b3235,114.49348,36.64865
b3236,113.82862,34.87063
b3237,113.62644,36.74753
b3238,113.33116,36.6877
b3239,114.36475,34.23586
b3240,115.30165,36.53614
b3241,115.10579,34.44664
b3242,113.73073,36.17097
b3243,113.50982,36.74485
b3244,115.81334,34.64166
b3245,113.94654,35.68162
b3246,115.59428,36.79879
b3247,115.40838,34.4293
b3248,115.38997,34.31129
b3249,114.96554,36.35221
b3250,114.73477,34.85346
b3251,114.65827,34.15605
b3252,115.68587,35.51366
b3253,115.13569,36.48408
b3254,115.64843,35.06158
b3255,114.14946,36.51728
b3256,115.93272,35.55215
b3257,114.22283,36.78114
b3258,115.15251,34.452
b3259,115.35848,35.87306
b3260,113.57321,35.64751
b3261,114.08683,35.07447
b3262,114.62773,36.89245
b3263,114.09613,35.16481
b3264,115.5885,35.78683
b3265,115.19916,34.40033
b3266,114.40391,36.93815
b3267,113.24514,35.61222
b3268,115.72192,35.80191
b3269,115.44903,36.2975
b3270,114.27524,35.60815
b3271,115.35693,34.49751
b3272,114.32357,36.28066
b3273,114.8117,34.99474
b3274,115.20924,35.97003
b3275,115.58364,34.86194
b3276,113.61441,36.18525
b3277,114.96438,36.57733
b3278,114.64517,36.61242
b3279,115.24172,36.90943
b3280,113.86479,36.78622
b3281,115.59579,34.35972
b3282,114.03271,35.95786
b3283,113.13297,34.62764
b3284,113.25301,34.63887
b3285,114.88983,36.21458
b3286,114.03383,35.27974
b3287,115.5983,35.86896
b3288,115.63338,34.51339
b3289,114.88103,34.16506
b3290,113.66821,35.29534
b3291,113.89613,35.44764
b3292,113.13207,36.23065
b3293,113.31739,35.9155
b3294,114.69633,36.77786
b3295,115.60252,36.51719
b3296,114.01688,36.64372
b3297,113.99071,35.20158
b3298,115.23338,34.90779
b3299,113.41902,36.9803
b3300,114.21331,36.24155
b3301,113.75782,36.88855
b3302,115.70875,36.50129
b3303,114.37608,35.41095
b3304,115.88599,35.88582
b3305,113.97097,36.18116
b3306,114.57602,35.66653
b3307,114.98411,36.50132
b3308,115.28711,34.11263
b3309,115.99554,34.2843
b3310,114.37843,36.27463
b3311,113.12886,36.71571
b3312,113.27543,35.9698
b3313,115.33649,36.46224
b3314,115.65667,35.91081
b3315,114.74161,36.99413
b3316,115.22822,36.4031
b3317,113.68781,34.81694
b3318,114.03587,34.33771
b3319,115.73738,35.71796
b3320,115.68435,34.35561
b3321,115.30997,36.93672
b3322,114.64382,36.07591
b3323,115.07794,36.15453
b3324,115.89615,35.12195
b3325,115.92473,34.3642
b3326,114.26983,34.18468
b3327,115.50644,34.78764
b3328,114.473,36.36318
b3329,114.74744,35.67104
b3330,115.06681,36.67642
b3331,114.27962,36.58411
b3332,115.08452,35.80726
b3333,114.17666,34.80588
b3334,114.35227,36.52087
b3335,115.23819,36.37492
b3336,114.73725,34.70285
b3337,114.12651,36.88158
b3338,114.08023,35.09111
b3339,113.51197,36.27398
b3340,115.69492,34.19118
b3341,114.36648,35.70606
b3342,114.77244,36.95269
b3343,113.71484,34.81055
b3344,115.97283,34.59068
b3345,115.01205,34.35831
b3346,115.141,34.52163
b3347,113.51947,34.55
b3348,113.70809,34.75365
b3349,114.73997,34.9809
b3350,114.90795,34.65483
b3351,115.16653,36.10169
b3352,115.08922,36.63258
b3353,113.54898,36.17598
b3354,115.96862,35.55345
b3355,114.00677,35.95241
b3356,113.4515,36.07311
b3357,113.1205,36.68745
b3358,115.94149,34.63251
b3359,115.20753,35.30669
b3360,113.81005,36.71678
b3361,113.94508,34.27931
b3362,113.41936,35.02875
b3363,115.30167,34.38752
b3364,113.41983,34.47726
b3365,115.85828,35.68001
b3366,113.71126,34.87087
b3367,115.06202,35.02362
b3368,113.66837,35.34771
b3369,113.58265,34.69981
b3370,113.28357,36.59739
b3371,114.20529,34.80617
b3372,114.80631,36.91698
b3373,114.23406,35.783
b3374,115.16491,35.38041
b3375,113.83649,34.65893
b3376,115.31193,34.3729
b3377,115.6381,36.23789
b3378,115.71329,35.72712
b3379,114.41585,35.09444
b3380,114.86395,36.33954
b3381,113.60321,36.49311
b3382,115.02656,36.17244
b3383,115.92519,36.46091
b3384,113.36049,34.88046
b3385,114.64825,36.24482
b3386,115.037,35.70548
b3387,115.26511,36.30737
b3388,114.69746,34.34688
b3389,115.92596,35.4633
b3390,113.54669,36.4168
b3391,113.76757,34.82112
b3392,115.28996,34.75499
b3393,113.4076,35.65642
b3394,113.30257,35.05012
b3395,114.23846,36.04843
b3396,115.89098,34.35348
b3397,113.89755,34.16833
b3398,115.26011,34.19862
b3399,115.93251,36.77989
b3400,115.25835,34.4146
b3401,113.43901,34.66757
b3402,115.16515,35.9324
b3403,114.3794,35.47355
b3404,115.60874,36.38347
b3405,113.35638,36.03757
b3406,115.72311,34.21808
b3407,115.83944,34.85356
b3408,114.22612,34.85906
b3409,113.65379,36.83363
b3410,113.98109,36.11129
b3411,115.50581,35.5982
b3412,115.71398,36.9251
b3413,113.21778,35.15307
b3414,114.17523,36.13402
b3415,114.17463,34.60114
b3416,114.37332,34.1976
b3417,115.66397,34.63793
b3418,113.13511,36.95621
b3419,114.88889,34.55754
b3420,114.2399,35.13535
b3421,113.81389,36.96267
b3422,113.53147,35.829
b3423,114.2071,36.76377
b3424,114.97761,36.80714
b3425,113.58134,35.37427
b3426,115.68854,34.11179
b3427,114.18929,35.26803
b3428,114.60494,34.55468
b3429,115.18058,35.04615
b3430,113.71446,35.62337
b3431,114.18769,35.60598
b3432,114.48258,35.4761
b3433,113.38716,36.72694
b3434,113.35575,36.77518
b3435,113.66531,34.34527
b3436,115.67888,34.81543
b3437,115.60946,35.18828
b3438,113.31195,36.76969
b3439,115.95873,36.19844
b3440,115.99144,36.71024
b3441,113.67196,35.35964
b3442,113.87959,35.50625
b3443,114.23032,34.47153
b3444,115.07892,36.19815
b3445,114.31305,34.72543
b3446,113.16886,36.62079
b3447,114.7513,35.34644
b3448,113.57727,36.46539
b3449,113.38655,36.01353
b3450,113.59107,35.28051
b3451,113.94452,35.43209
b3452,114.51695,34.19156
b3453,114.23419,36.24766
b3454,115.34494,36.53426
b3455,114.42707,34.66017
b3456,115.80671,34.11546
b3457,115.8596,36.79038
b3458,115.96281,36.89353
b3459,114.74266,34.16327
b3460,114.25375,36.62427
b3461,115.81632,34.35804
b3462,115.20551,35.62354
b3463,114.0815,34.65998
b3464,114.66881,36.73473
b3465,113.16739,35.83429
b3466,114.22247,35.25063
b3467,113.36324,35.07862
b3468,115.59346,35.13289
b3469,114.28227,34.20165
b3470,114.90642,34.13023
b3471,113.13056,36.96749
b3472,115.63665,36.4267
b3473,113.14,35.45235
b3474,113.92942,34.39073
b3475,115.74528,34.88296
b3476,115.58785,35.49471
b3477,113.49516,36.28301
b3478,113.94369,35.75022
b3479,115.95722,34.62045
b3480,114.95351,36.15425
b3481,114.71825,36.65184
b3482,113.73229,35.86289
b3483,114.03677,36.5141
b3484,114.47215,34.30806
b3485,113.70218,36.65015
b3486,115.04074,35.61204
b3487,115.40118,34.38699
b3488,115.58772,34.54841
b3489,115.47972,35.29181
b3490,114.8729,34.99149
b3491,114.22272,36.97432
b3492,113.25973,36.14528
b3493,113.14493,34.3301
b3494,113.54753,34.84307
b3495,113.73172,34.11899
b3496,113.71913,35.67808
b3497,113.84282,36.24685
b3498,113.44171,34.9159
b3499,113.30063,36.07762
b3500,115.04766,35.43954
b3501,114.96022,36.56991
b3502,115.66443,34.41602
b3503,114.0056,35.41327
b3504,115.20644,35.01106
b3505,115.24845,35.03623
b3506,114.8701,35.16645
b3507,115.0447,34.37662
b3508,115.281,35.14825
b3509,113.38108,35.96092
b3510,114.69604,36.07519
b3511,114.52822,35.69253
b3512,113.32678,34.90266
b3513,113.91385,36.48092
b3514,113.95667,35.62327
b3515,114.51024,34.79963
b3516,114.20536,36.70123
b3517,113.51196,35.15643
b3518,115.74807,35.9957
b3519,113.28937,35.24599
b3520,115.33634,36.28012
b3521,113.56605,35.79066
b3522,113.29094,35.00039
b3523,114.56028,35.82543
b3524,113.34083,35.48443
b3525,114.36675,34.40363
b3526,115.83422,34.3852
b3527,115.93314,34.39994
b3528,114.86184,34.19912
b3529,114.1232,36.29653
b3530,115.28763,36.398
b3531,114.89599,34.38977
b3532,114.62788,36.06113
b3533,115.92768,36.31911
b3534,114.95582,36.13253
b3535,114.76226,35.32239
b3536,113.85291,34.45834
b3537,113.29002,36.23771
b3538,114.13202,35.63757
b3539,114.62836,35.51829
b3540,113.26968,36.35672
b3541,114.46935,36.83607
b3542,113.97325,36.32127
b3543,114.93504,34.63958
b3544,113.60285,36.43494
b3545,114.0199,34.14261
b3546,113.75997,34.61805
b3547,114.11155,34.54466
b3548,113.70607,35.9428
b3549,114.99132,36.38843
b3550,114.29729,34.24087
b3551,113.82267,36.76431
b3552,114.27922,34.99208
b3553,114.47905,36.61364
b3554,113.66116,35.73368
b3555,113.28671,34.11502
b3556,114.54386,36.42765
b3557,114.09949,36.03947
b3558,113.35966,36.39201
b3559,114.14342,36.03909
b3560,114.47902,36.89899
b3561,115.16267,36.04855
b3562,115.40737,34.96105
b3563,115.8206,34.92076
b3564,115.12593,34.60747
b3565,113.30618,36.59882
b3566,113.69247,35.00938
b3567,115.42107,36.50373
b3568,114.79602,34.13891
b3569,114.87997,34.79088
b3570,113.49676,34.52058
b3571,113.40419,34.46187
b3572,114.20241,35.98671
b3573,114.59121,35.44164
b3574,115.97378,34.25871
b3575,114.68749,34.30147
b3576,113.22608,35.6681
b3577,114.30799,34.20995
b3578,115.68758,35.18908
b3579,115.1648,35.49894
b3580,114.6355,35.53812
b3581,115.33232,35.20847
b3582,115.02512,34.36097
b3583,113.45114,35.73081
b3584,113.68004,34.75434
b3585,113.83105,36.93609
b3586,114.22727,34.35323
b3587,113.46878,36.40726
b3588,114.84922,35.46812
b3589,114.15235,35.46695
b3590,114.23901,36.00334
b3591,114.07986,36.9706
b3592,114.62234,34.65782
b3593,114.19431,35.97794
b3594,115.6366,36.83506
b3595,115.12976,35.77214
b3596,113.20313,34.37288
b3597,114.88972,35.73924
b3598,115.96981,36.06606
b3599,114.91168,35.59307
b3600,113.19136,36.55988
b3601,114.72564,36.95995
b3602,114.34434,36.94988
b3603,115.43564,35.48502
b3604,114.62461,35.72799
b3605,115.23802,34.96867
b3606,113.53676,35.75661
b3607,114.60695,34.51583
b3608,115.3104,35.9377
b3609,114.65974,36.51053
b3610,114.08894,36.74023
b3611,113.29598,36.35672
b3612,113.83425,34.70766
b3613,113.72293,36.24939
b3614,113.95154,35.93014
b3615,115.70013,36.88671
b3616,113.2597,35.18166
b3617,113.58609,35.78015
b3618,114.84885,35.07491
b3619,113.37595,34.96049
b3620,114.71964,35.44148
b3621,115.34717,34.54706
b3622,113.63233,34.60123
b3623,115.18126,36.80496
b3624,115.69047,36.77931
b3625,115.71257,34.26095
b3626,113.87558,35.64518
b3627,113.24253,35.32671
b3628,114.57382,36.10059
b3629,114.62866,36.61684
b3630,113.5798,36.91711
b3631,114.42535,34.49548
b3632,114.49498,35.69094
b3633,115.91464,35.58476
b3634,114.15708,36.46092
b3635,114.55785,34.21214
b3636,114.17039,34.44445
b3637,113.6249,34.40707
b3638,113.58691,36.46908
b3639,113.732,35.82111
b3640,114.87662,36.76988
b3641,114.72441,35.95855
b3642,115.97147,34.32159
b3643,114.01533,36.10345
b3644,115.2596,36.14733
b3645,113.49217,36.01622
b3646,113.79017,34.5087
b3647,115.81235,35.31886
b3648,113.80164,36.96502
b3649,115.16358,36.25211
b3650,113.26243,36.29799
b3651,114.23449,35.23903
b3652,113.83074,36.35374
b3653,113.69823,34.16818
b3654,114.85436,36.26781
b3655,115.98694,35.23885
b3656,114.84419,35.26829
b3657,114.15029,34.69052
