name,lon,lat
a2432,114.11829,35.52929
a2433,114.23516,34.4898
a2434,115.2498,36.29105
a2435,113.29408,34.42443
a2436,113.9406,34.24829
a2437,114.59014,35.55813
a2438,113.16159,36.56448
a2439,113.16664,34.78947
a2440,115.0937,34.11764
a2441,113.74377,35.44359
a2442,114.40897,36.05366
a2443,114.32439,36.15874
a2444,115.76477,35.77235
a2445,113.77694,35.84416
a2446,114.062,34.2897
a2447,115.53496,36.9162
a2448,115.59421,35.99429
a2449,113.28043,36.59228
a2450,113.73333,35.46469
a2451,113.87687,36.04204
a2452,113.77326,36.75973
a2453,113.31854,36.5297
a2454,114.92404,35.29
a2455,115.86086,36.45413
a2456,113.77979,34.73396
a2457,115.07265,35.96408
a2458,115.16994,36.59774
a2459,114.20415,34.27849
a2460,114.40312,36.40156
a2461,115.04142,34.80567
a2462,113.88269,35.42301
a2463,115.4067,36.32327
a2464,114.18093,36.45031
a2465,113.88884,34.63149
a2466,113.923,36.56245
a2467,113.35677,36.26455
a2468,114.54019,34.36366
a2469,115.64563,34.42883
a2470,113.80594,36.25944
a2471,114.02656,34.99
a2472,114.91409,36.97425
a2473,115.29149,35.96216
a2474,114.87031,35.84229
a2475,114.01608,34.56524
a2476,115.83663,36.00892
a2477,114.51521,34.8299
a2478,114.46872,34.65832
a2479,115.06363,35.14055
a2480,114.18794,35.27936
a2481,114.03154,34.46165
a2482,114.78562,36.31869
a2483,113.72917,36.91332
a2484,115.84467,35.35376
a2485,115.16168,34.72876
a2486,114.11811,34.11612
a2487,113.16266,35.04784
a2488,114.32001,35.32424
a2489,114.24516,36.9271
a2490,114.25077,36.18154
a2491,114.07146,36.26786
a2492,113.65423,36.67881
a2493,115.89774,35.75258
a2494,114.26605,34.85733
a2495,114.84539,36.65718
a2496,114.99409,36.96226
a2497,115.01577,36.07346
a2498,115.1882,34.71948
a2499,113.59323,34.27273
a2500,115.46361,34.61189
a2501,114.91126,34.39516
a2502,115.56903,35.72354
a2503,113.73577,35.76108
a2504,115.9443,34.33826
a2505,113.80908,36.72041
a2506,114.83292,35.73356
a2507,115.87387,36.52225
a2508,115.76985,34.40247
a2509,114.2259,35.11421
a2510,115.56953,34.91564
a2511,115.92261,36.80571
a2512,114.72087,35.82513
a2513,114.96855,34.70268
a2514,114.13746,35.34941
a2515,115.27532,36.93871
a2516,115.16995,35.92305
a2517,115.74273,35.85857
a2518,113.59892,35.07156
a2519,113.98053,36.16973
a2520,114.48343,34.5337
a2521,114.21948,35.42136
a2522,114.46811,34.29837
a2523,113.48134,35.04135
a2524,113.55612,34.34778
a2525,114.13778,35.74524
a2526,115.14957,36.35887
a2527,113.76622,36.1228
a2528,115.51657,34.85041
a2529,114.04036,35.89052
a2530,115.09597,34.82031
a2531,113.16488,34.60039
a2532,115.50505,34.57387
a2533,113.89042,34.24063
a2534,113.82389,34.25083
a2535,114.19915,35.40789
a2536,114.00806,36.16477
a2537,114.32364,34.21273
a2538,115.39573,34.14555
a2539,115.16946,36.35081
a2540,113.62182,36.54083
a2541,113.81803,34.426
a2542,115.71237,36.58619
a2543,115.29712,35.07174
a2544,113.53491,35.41966
a2545,113.82954,35.63102
a2546,113.61061,36.88305
a2547,115.21634,34.19485
a2548,114.85787,35.16539
a2549,113.81386,35.21754
a2550,114.33882,34.63442
a2551,115.79739,35.09543
a2552,114.43476,34.96158
a2553,114.14878,35.60681
a2554,114.85868,34.45184
a2555,114.202,36.85133
a2556,113.97261,35.29979
a2557,113.81493,34.86857
a2558,113.8015,36.06387
a2559,113.97118,36.79637
a2560,115.02708,36.69052
a2561,114.98437,36.8749
a2562,115.52799,36.94803
a2563,115.72338,36.71809
a2564,115.04292,34.89539
a2565,113.81929,36.9881
a2566,114.8986,36.18996
a2567,114.21617,36.77775
a2568,114.73478,36.32447
a2569,115.1126,36.70167
a2570,113.14226,34.78302
a2571,114.40054,34.47715
a2572,114.0422,34.66484
a2573,114.13457,36.43763
a2574,115.42784,34.59394
a2575,114.80847,35.36951
a2576,115.67826,35.62274
a2577,114.45844,36.035
a2578,114.75267,36.5319
a2579,115.98898,36.33435
a2580,114.88425,36.32909
a2581,114.08973,34.67956
a2582,113.46912,34.8936
a2583,114.29675,34.83726
a2584,114.869,34.97179
a2585,113.9345,35.53618
a2586,113.85859,34.44713
a2587,115.21837,34.28267
a2588,114.56849,36.30134
a2589,114.00197,36.80348
a2590,113.55259,36.99294
a2591,114.71032,34.16147
a2592,113.27543,36.80496
a2593,113.30199,34.84117
a2594,113.5184,35.60216
a2595,113.50507,36.66485
a2596,113.26279,36.96384
a2597,115.77097,36.28007
a2598,114.58361,35.87607
a2599,114.54596,35.69597
a2600,115.87646,34.13975
a2601,113.78861,36.29118
a2602,113.64453,36.26012
a2603,114.66535,36.30809
a2604,115.12879,36.31757
a2605,114.79076,36.84462
a2606,115.29581,36.49174
a2607,114.02373,36.24554
a2608,113.36427,35.8353
a2609,114.39012,35.93438
a2610,115.68337,36.72865
a2611,113.88118,34.55441
a2612,115.71763,35.42026
a2613,114.22217,36.76519
a2614,113.22865,36.06339
a2615,115.79793,34.30574
a2616,113.84324,34.69413
a2617,115.00619,35.89455
a2618,114.54454,34.22001
a2619,113.22159,36.09836
a2620,115.56273,36.47811
a2621,113.30428,35.65869
a2622,114.33189,35.5665
a2623,114.99301,34.90929
a2624,114.54325,36.4968
a2625,114.72545,36.2021
a2626,114.24808,35.00024
a2627,113.68521,34.29476
a2628,113.54814,34.36157
a2629,114.11249,35.47442
a2630,114.04907,34.85001
a2631,114.17194,34.18953
a2632,114.64226,34.56918
a2633,114.38392,35.62026
a2634,113.91076,35.26028
a2635,113.59918,34.4778
a2636,115.54199,35.0964
a2637,113.68138,34.56835
a2638,114.49616,34.57049
a2639,114.43355,35.7951
a2640,114.56435,35.33097
a2641,115.62841,36.46678
a2642,113.78697,36.18766
a2643,115.5322,34.65574
a2644,114.25643,36.64511
a2645,113.36827,35.19315
a2646,113.46018,36.29246
a2647,115.18962,34.31022
a2648,115.47078,35.23521
a2649,113.47639,36.82763
a2650,115.27197,35.94443
a2651,114.06796,36.13129
a2652,113.90313,35.20062
a2653,113.28766,36.82281
a2654,113.36779,36.94403
a2655,115.37777,34.34142
a2656,115.80788,35.40912
a2657,115.01319,36.75495
a2658,114.72912,36.75093
a2659,114.09724,34.75045
a2660,113.2907,36.40447
a2661,115.92834,35.89675
a2662,115.66212,35.73289
a2663,114.37434,34.8967
a2664,113.12331,36.90604
a2665,115.22605,36.88272
a2666,114.80066,35.79682
a2667,114.46795,35.92601
a2668,115.92264,35.90799
a2669,115.82712,34.23162
a2670,115.23572,36.59132
a2671,115.91811,35.76548
a2672,114.12928,36.79916
a2673,114.86555,36.11352
a2674,113.81947,36.59684
a2675,113.16147,35.23171
a2676,114.20346,34.94979
a2677,115.68413,36.0231
a2678,114.43926,36.19956
a2679,114.13919,36.2137
a2680,114.88073,35.7881
a2681,115.69198,35.98259
a2682,115.00067,36.27447
a2683,115.68078,35.56339
a2684,114.01615,36.70289
a2685,114.7494,35.74845
a2686,115.21256,36.85893
a2687,113.93479,35.10838
a2688,113.97089,36.11098
a2689,114.62108,36.86286
a2690,113.67607,35.02845
a2691,115.00204,35.57273
a2692,113.82287,35.75906
a2693,115.89099,35.46427
a2694,113.47148,34.24066
a2695,113.60664,34.99559
a2696,114.75731,35.76458
a2697,115.57506,36.93269
a2698,114.80971,34.16759
a2699,114.52889,34.11522
a2700,115.67002,35.65927
a2701,115.82087,36.01135
a2702,115.99729,34.20363
a2703,113.89486,36.28922
a2704,115.32082,36.16828
a2705,114.04219,36.01891
a2706,114.82185,34.37681
a2707,113.98419,34.23077
a2708,114.7668,36.02948
a2709,113.90284,36.39624
a2710,114.69894,34.74065
a2711,115.44297,36.72065
a2712,115.56376,35.46993
a2713,115.93863,36.53116
a2714,115.57796,34.73109
a2715,114.0895,36.29857
a2716,115.944,35.67052
a2717,113.74021,35.93394
a2718,115.12613,35.89439
a2719,115.27713,36.24502
a2720,114.37393,35.83175
a2721,113.1205,36.55661
a2722,115.99658,34.52994
a2723,115.35458,35.80643
a2724,115.6906,35.94033
a2725,114.90375,36.75799
a2726,114.73008,35.5552
a2727,115.55517,36.16353
a2728,115.1868,35.97417
a2729,115.15173,35.8033
a2730,114.48847,34.76065
a2731,113.65106,34.1922
a2732,114.13094,34.95126
a2733,115.708,34.50071
a2734,115.41267,36.94496
a2735,114.12404,35.80166
a2736,115.20774,36.48566
a2737,113.49569,36.04119
a2738,114.48514,35.51012
a2739,113.46845,36.37117
a2740,115.00962,36.81952
a2741,115.44096,34.27071
a2742,113.54236,36.39199
a2743,115.63953,35.81276
a2744,114.46396,35.57942
a2745,113.92816,35.9522
a2746,114.34949,35.11466
a2747,114.13251,35.41072
a2748,115.08187,34.5663
a2749,113.28427,35.47054
a2750,113.19404,35.43138
a2751,115.58918,36.41783
a2752,115.27119,34.17215
a2753,115.85297,35.40937
a2754,113.57579,35.30915
a2755,114.4283,34.93737
a2756,113.85487,34.42231
a2757,113.74539,34.55232
a2758,113.49628,36.95992
a2759,115.82222,35.53933
a2760,115.1365,35.70106
a2761,114.94507,35.64299
a2762,113.19999,36.90473
a2763,114.40512,36.39155
a2764,115.15128,34.24295
a2765,115.78796,34.5074
a2766,114.19688,36.38342
a2767,113.91173,34.14905
a2768,115.82997,35.26485
a2769,114.7121,34.32196
a2770,114.56794,36.53508
a2771,113.7551,34.65352
a2772,114.06735,35.16386
a2773,114.39889,34.79179
a2774,113.19807,36.30938
a2775,114.99649,34.7225
a2776,113.90349,36.15521
a2777,115.26318,36.1106
a2778,113.69535,36.44945
a2779,114.12225,35.50111
a2780,115.94601,35.17116
a2781,115.33111,35.78878
a2782,114.40465,36.91073
a2783,113.37509,35.91418
a2784,113.64692,34.67927
a2785,114.18935,35.3706
a2786,115.44215,34.91377
a2787,113.3158,35.43041
a2788,114.82606,34.61271
a2789,114.41498,36.16912
a2790,115.60281,36.6342
a2791,114.89665,34.29542
a2792,114.37119,35.67933
a2793,115.9287,36.7745
a2794,113.89806,35.22793
a2795,114.66959,35.34196
a2796,113.98875,34.43277
a2797,113.36919,34.50278
a2798,114.84139,34.2382
a2799,114.84403,36.51252
a2800,114.94405,34.82948
a2801,114.42499,35.19577
a2802,114.85355,36.23972
a2803,113.8216,35.22356
a2804,113.1849,36.65536
a2805,113.88424,35.89563
a2806,115.2992,36.31858
a2807,115.84401,34.22581
a2808,114.06988,35.43599
a2809,113.35533,34.17447
a2810,114.03477,35.10284
a2811,113.83444,35.88233
a2812,114.13033,35.24915
a2813,114.69803,34.52226
a2814,113.90069,35.18047
a2815,113.61615,34.86751
a2816,115.25498,35.91967
a2817,114.27137,35.42117
a2818,113.38521,34.46901
a2819,114.41852,35.56102
a2820,115.08357,36.55293
a2821,113.17004,35.48798
a2822,113.23262,36.85762
a2823,114.51066,35.97892
a2824,115.84861,34.45119
a2825,114.08067,35.88373
a2826,113.92348,35.0885
a2827,113.93722,34.86724
a2828,113.58757,35.70539
a2829,114.33289,35.63157
a2830,114.16047,34.63065
a2831,115.6912,35.5788
a2832,115.40172,35.02958
a2833,114.72472,35.73007
a2834,113.11933,36.01732
a2835,113.20484,36.84415
a2836,114.77013,34.48709
a2837,113.20543,35.75394
a2838,113.76494,36.02235
a2839,115.65788,35.66916
a2840,114.59122,35.65603
a2841,113.88764,34.55101
a2842,114.55177,35.83753
a2843,114.35333,36.78174
a2844,113.94343,36.57412
a2845,115.43243,34.4835
a2846,113.25381,34.44634
a2847,115.66784,35.20495
a2848,115.23534,35.08826
a2849,114.8617,34.24156
a2850,114.62471,36.04152
a2851,115.19992,36.30318
a2852,114.98054,36.23048
a2853,115.24267,34.6074
a2854,115.02108,36.93887
a2855,114.57819,34.99589
a2856,114.23782,34.14065
a2857,114.34794,36.8948
a2858,113.31347,35.32444
a2859,115.01983,35.00831
a2860,115.19287,35.01946
a2861,113.73682,36.34048
a2862,113.73304,34.48605
a2863,113.38992,34.47447
a2864,114.99868,36.04294
a2865,115.05795,36.76735
a2866,115.91345,35.49769
a2867,114.45361,36.06439
a2868,115.08546,34.33224
a2869,114.78614,34.76935
a2870,115.10718,35.04139
a2871,115.31653,35.58903
a2872,115.18982,36.31076
a2873,114.92952,34.59068
a2874,114.32174,34.52374
a2875,114.77774,34.40298
a2876,115.28666,36.31515
a2877,113.36227,36.06391
a2878,115.32576,34.29902
a2879,114.05921,34.73956
a2880,114.9906,34.98902
a2881,114.82796,35.27363
a2882,114.05115,36.6535
a2883,115.73107,35.38578
a2884,114.40936,34.91739
a2885,113.40718,35.04811
a2886,115.77794,36.94129
a2887,114.88746,34.47856
a2888,115.74223,36.03886
a2889,115.82985,34.34428
a2890,113.7917,36.82321
a2891,113.94249,35.58256
a2892,114.66222,35.23952
a2893,114.24792,36.54868
a2894,114.89941,36.29129
a2895,115.29504,35.8228
a2896,115.94043,34.67407
a2897,113.61783,35.77058
a2898,115.46987,36.62716
a2899,113.5992,36.0098
a2900,114.26663,36.23289
a2901,113.81723,35.23325
a2902,115.43908,35.87459
a2903,115.85392,35.47924
a2904,114.44454,35.16416
a2905,115.15329,35.57954
a2906,113.8638,36.35684
a2907,113.25925,34.71584
a2908,115.90493,36.04451
a2909,113.86632,34.26485
a2910,114.02429,36.37777
a2911,115.45596,35.16151
a2912,114.02498,35.72964
a2913,113.90347,34.65699
a2914,115.26949,34.25064
a2915,114.96933,35.75638
a2916,114.39309,35.34188
a2917,115.32886,36.44861
a2918,115.62613,36.75312
a2919,114.67334,35.1266
a2920,113.52961,36.67368
a2921,113.13205,36.31299
a2922,115.40389,36.4962
a2923,114.03673,34.78001
a2924,115.82519,35.75985
a2925,114.91888,34.98749
a2926,115.73404,35.19942
a2927,115.62927,34.37123
a2928,114.96706,36.2463
a2929,114.0526,36.33443
a2930,115.76689,34.34216
a2931,113.40747,35.05307
a2932,114.46772,35.07369
a2933,115.2622,35.06826
a2934,115.82338,35.82918
a2935,113.40986,36.27887
a2936,114.31537,36.59874
a2937,114.05264,35.25387
a2938,115.86531,36.98475
a2939,114.52627,36.59747
a2940,115.59532,35.99807
a2941,113.78118,34.89449
a2942,115.06817,35.62243
a2943,115.98263,35.58889
a2944,113.86796,36.57091
a2945,115.56738,34.16926
a2946,113.47392,36.85568
a2947,115.3485,34.52657
a2948,115.97309,35.52026
a2949,115.88918,36.71205
a2950,114.20435,36.05889
a2951,115.23735,35.37302
a2952,115.54265,36.80131
a2953,113.64303,36.50751
a2954,115.12827,36.0864
a2955,114.07181,36.51956
a2956,115.96812,35.61035
a2957,114.73911,34.22294
a2958,113.46255,35.04795
a2959,115.49477,36.49661
a2960,113.73744,35.22421
a2961,113.88988,36.72594
a2962,115.24944,36.15922
a2963,115.388,34.63669
a2964,115.78499,34.14136
a2965,114.01365,36.11727
a2966,114.76806,36.17723
a2967,114.69814,35.84094
a2968,113.99568,36.94315
a2969,113.29745,34.66482
a2970,115.87363,36.52984
a2971,114.35383,35.21589
a2972,113.87141,36.11809
a2973,113.55188,35.01871
a2974,115.81579,34.53285
a2975,113.39394,34.48918
a2976,114.85393,34.86566
a2977,115.77829,36.4214
a2978,113.18878,34.38876
a2979,114.32043,35.81121
a2980,113.41407,34.62531
a2981,115.11223,34.19308
a2982,113.81436,34.51587
a2983,114.32957,35.29985
a2984,114.66459,34.45968
a2985,114.38638,34.14502
a2986,115.7435,35.00665
a2987,115.21795,36.74637
a2988,115.95189,36.31937
a2989,115.6137,36.60837
a2990,113.50154,34.4857
a2991,113.78375,36.05585
a2992,114.71037,34.73159
a2993,113.79536,34.88279
a2994,113.76956,36.29572
a2995,115.07646,35.8506
a2996,115.24922,35.02589
a2997,115.65706,36.71205
a2998,115.77722,35.87425
a2999,114.0038,34.32965
a3000,113.61824,35.27654
a3001,115.08406,35.1038
a3002,115.90592,34.15638
a3003,115.77077,36.32085
a3004,113.74491,35.75436
a3005,114.87795,35.32328
a3006,115.35774,36.85941
a3007,115.26185,34.20328
a3008,114.16411,34.91741
a3009,115.7972,36.89892
a3010,115.3962,34.29262
a3011,114.07875,36.55656
a3012,114.35195,36.38866
a3013,113.1165,35.16573
a3014,114.07266,34.8033
a3015,114.26387,36.08316
a3016,113.77843,34.32188
a3017,113.30517,36.19784
a3018,113.75531,34.56262
a3019,115.19915,36.15668
a3020,113.75823,34.1313
a3021,115.36963,34.74282
a3022,114.00499,35.08827
a3023,113.37176,35.39932
a3024,115.25376,35.90353
a3025,115.15508,35.1164
a3026,113.87072,35.53734
a3027,113.17194,34.85835
a3028,115.1037,34.23337
a3029,114.2581,35.15726
a3030,114.81818,35.96113
a3031,115.41132,36.22006
a3032,115.70942,36.86234
a3033,114.54076,36.15006
a3034,113.96803,35.38813
a3035,114.07453,34.24556
a3036,114.40692,35.45206
a3037,113.48936,35.63756
a3038,113.43192,35.61276
a3039,114.64655,34.78843
a3040,114.67049,35.63911
a3041,113.87703,34.74723
a3042,115.87491,35.88554
a3043,114.60051,35.88662
a3044,113.96461,36.04527
a3045,115.70043,36.42046
a3046,115.90481,35.29737
a3047,114.55043,34.26028
a3048,113.46443,36.0627
a3049,113.88191,35.90384
a3050,115.30954,35.34929
a3051,115.89135,34.43495
a3052,113.69913,34.16747
a3053,114.50532,34.41051
a3054,115.84537,35.85512
a3055,114.61321,36.61671
a3056,114.27119,35.2046
a3057,114.65333,36.94115
a3058,113.98729,35.20208
a3059,113.66931,36.05612
a3060,115.56868,35.20999
a3061,115.06259,35.3237
a3062,115.82663,35.00532
a3063,114.22239,36.06527
a3064,113.28213,34.81952
a3065,115.01687,34.13401
a3066,115.2732,36.00242
a3067,113.77533,34.9408
a3068,113.27285,36.98251
a3069,113.92276,36.16897
a3070,113.99105,35.4826
a3071,114.61797,36.0992
a3072,114.18295,34.42381
a3073,115.80221,36.26426
a3074,114.51533,34.63365
a3075,115.88549,36.01424
a3076,114.63347,35.26031
a3077,115.08103,35.49631
a3078,114.16317,35.94401
a3079,115.48315,34.96322
a3080,113.20095,35.06382
a3081,115.24241,35.35699
a3082,113.2902,35.1774
a3083,114.20208,34.41498
a3084,114.34238,35.81366
a3085,113.4216,36.90606
a3086,113.7738,36.66383
a3087,114.67695,36.37993
a3088,113.18511,35.35633
a3089,115.16431,36.61636
a3090,114.81894,34.82018
a3091,114.68407,34.25733
a3092,114.84089,34.44273
a3093,115.29157,35.71321
a3094,115.95517,35.15764
a3095,113.97181,36.78461
a3096,115.85202,36.94772
a3097,114.36157,35.69243
a3098,115.38247,35.57385
a3099,115.78386,36.8936
a3100,113.63376,35.0678
a3101,114.20422,34.57635
a3102,115.37275,35.32535
a3103,113.23639,35.56537
a3104,114.92813,34.9345
a3105,115.33374,35.00253
a3106,115.98157,35.94809
a3107,113.43303,36.53542
a3108,113.60405,35.20719
a3109,115.65721,35.38975
a3110,113.72533,34.6851
a3111,113.7958,34.67536
a3112,114.93383,35.50411
a3113,114.45154,36.36316
a3114,115.66424,34.14107
a3115,114.05869,36.41757
a3116,113.25561,34.47192
a3117,113.97194,35.88479
a3118,114.98757,34.95985
a3119,115.10992,36.74487
a3120,114.23097,36.14627
a3121,115.48742,35.71269
a3122,113.94474,35.00646
a3123,114.2474,35.57375
a3124,113.14971,35.76687
a3125,114.18994,35.0829
a3126,115.72752,36.75845
a3127,115.87045,34.15344
a3128,113.74808,34.61812
a3129,113.4444,34.43326
a3130,113.28231,36.14706
a3131,113.24961,34.99866
a3132,113.51677,36.62428
a3133,115.08848,36.50147
a3134,113.78218,35.12874
a3135,115.49474,35.22137
a3136,115.93523,36.45674
a3137,113.91194,35.54818
a3138,114.70274,36.66649
a3139,114.03435,34.11863
a3140,114.92133,35.32198
a3141,115.75331,34.61253
a3142,113.31962,34.82904
a3143,113.47711,35.50475
a3144,114.72997,36.00283
a3145,115.86023,34.38474
a3146,115.69564,35.20516
a3147,115.43964,36.97726
a3148,114.16219,36.39241
a3149,113.60918,36.42879
a3150,113.21383,34.39993
a3151,114.73846,34.44867
a3152,114.97132,36.5684
a3153,114.32023,36.79735
a3154,115.69706,34.22565
a3155,113.48384,35.52084
a3156,113.88682,35.70031
a3157,114.3935,35.32515
a3158,115.14173,35.74326
a3159,114.50875,34.76837
a3160,115.33805,36.72997
a3161,114.62633,36.40602
a3162,114.10371,36.27197
a3163,115.19782,36.31095
a3164,115.66123,34.51857
a3165,114.56191,35.7261
a3166,115.23686,35.60405
a3167,114.24229,36.68878
a3168,115.56024,36.8668
a3169,115.20192,34.70306
a3170,114.86592,34.2775
a3171,114.46878,36.14694
a3172,114.66713,34.84158
a3173,113.23002,36.65187
a3174,115.93202,34.54914
a3175,113.89508,34.80014
a3176,113.21259,34.37916
a3177,115.24216,36.95649
a3178,113.11147,36.88003
a3179,114.58727,35.00052
a3180,115.52678,35.01986
a3181,114.51159,35.36967
a3182,113.64147,36.09129
a3183,114.51859,36.40642
a3184,113.87096,36.1434
a3185,113.38609,35.87784
a3186,113.43409,34.75766
a3187,114.48982,35.26009
a3188,113.22364,36.75689
a3189,115.01694,34.20896
a3190,115.09449,35.89572
a3191,115.54477,34.11371
a3192,114.39636,36.86871
a3193,113.3603,36.37703
a3194,113.86482,34.70275
a3195,113.89403,35.52063
a3196,113.74799,34.34024
a3197,115.30155,35.54172
a3198,114.15135,36.18579
a3199,113.22448,35.07375
a3200,113.68168,35.91819
a3201,114.94425,34.33035
a3202,113.87976,36.60268
a3203,115.14135,36.01417
a3204,113.16292,36.52692
a3205,115.68814,35.88847
a3206,114.54011,35.9286
a3207,113.87182,35.78244
a3208,113.96034,36.00322
a3209,115.49908,34.31227
a3210,114.17075,35.80079
a3211,114.93586,34.66335
a3212,113.289,35.37611
a3213,115.36726,34.76005
a3214,114.37831,36.15938
a3215,114.60254,35.20525
a3216,114.95106,36.39051
a3217,113.88783,36.56366
a3218,115.24129,34.60082
a3219,115.83298,36.11135
a3220,114.13137,35.88613
a3221,113.54226,34.47288
a3222,113.33335,36.86867
a3223,114.54418,34.18605
a3224,114.60252,36.58932
a3225,114.69771,35.93367
a3226,113.95464,36.75963
a3227,115.46715,35.5862
a3228,114.22932,35.30645
a3229,113.59971,36.49486
a3230,113.87761,34.959
a3231,115.74385,35.01193
a3232,115.96717,36.99031
a3233,113.87003,34.40045
a3234,114.45417,35.5134
a3235,115.54481,34.9162
a3236,113.69854,36.70452
a3237,114.74484,36.54337
a3238,113.55529,35.33728
a3239,113.31754,34.90175
a3240,114.99411,34.17619
a3241,114.80586,36.03968
a3242,115.46892,35.64557
a3243,115.55019,36.31726
a3244,115.87936,34.3262
a3245,113.19714,35.27255
a3246,115.9144,36.38591
a3247,113.882,34.30476
a3248,115.15065,35.03605
a3249,113.78038,34.9219
a3250,115.7814,34.33312
a3251,115.86158,35.15167
a3252,113.26027,34.89876
a3253,115.78344,34.87874
a3254,113.61736,35.60181
a3255,114.28553,36.87885
a3256,113.73465,36.7314
a3257,115.24039,35.02917
a3258,114.76361,34.59939
a3259,115.45069,36.34282
a3260,115.46749,34.49584
a3261,114.59773,35.79365
a3262,113.80905,35.13489
a3263,114.34381,36.23852
a3264,115.74699,36.25929
a3265,115.24527,35.98152
a3266,113.98467,36.90798
a3267,115.3796,36.46458
a3268,114.08087,36.00062
a3269,113.8429,35.70658
a3270,115.78729,34.41783
a3271,114.0874,35.54454
a3272,113.95784,35.70104
a3273,114.84727,36.35517
a3274,113.80801,35.20836
a3275,115.80207,35.97901
a3276,113.70631,36.05364
a3277,114.87739,34.96517
a3278,114.7515,34.77248
a3279,115.25472,35.67662
a3280,113.69146,34.9906
a3281,113.37344,35.30987
a3282,113.77262,35.23721
a3283,113.30316,36.08148
a3284,114.41759,36.29828
a3285,114.64858,34.15533
a3286,113.96584,36.98408
a3287,115.59319,34.34669
a3288,114.30771,36.47291
a3289,114.28479,36.62741
a3290,114.81846,36.62735
a3291,115.74775,36.53917
a3292,114.58235,36.92842
a3293,113.67732,34.23964
a3294,114.74194,34.22208
a3295,113.25456,35.48849
a3296,114.78453,35.75755
a3297,115.70816,36.44481
a3298,114.90436,36.22038
a3299,114.8274,35.79518
a3300,113.33005,36.92487
a3301,113.69807,35.53172
a3302,114.48978,35.78465
a3303,113.53054,35.20887
a3304,113.66812,34.57396
a3305,115.481,35.23093
a3306,114.47143,35.67355
a3307,113.82214,36.76394
a3308,114.50758,34.63339
a3309,114.1685,36.84016
a3310,115.94422,35.4771
a3311,113.60003,35.27712
a3312,114.08085,35.87123
a3313,114.73835,35.67571
a3314,113.73877,35.63112
a3315,114.80462,35.98752
a3316,114.64726,34.69311
a3317,114.71102,35.64261
a3318,115.25358,36.16108
a3319,114.76037,35.14229
a3320,114.84521,36.60789
a3321,113.94095,35.54918
a3322,115.38711,34.69349
a3323,113.30439,35.37831
a3324,115.13143,34.66202
a3325,115.67132,35.08532
a3326,113.95204,36.86286
a3327,115.64688,34.20272
a3328,113.41758,34.93118
a3329,114.44137,35.90517
a3330,115.42121,34.71404
a3331,113.30807,36.21133
a3332,113.76464,36.96674
a3333,115.01068,35.01148
a3334,115.64991,36.04527
a3335,115.94443,36.13263
a3336,114.96444,35.30905
a3337,113.87823,35.01902
a3338,114.38615,35.66835
a3339,115.49972,35.86703
a3340,113.62829,34.6408
a3341,114.9147,36.77902
a3342,114.22894,36.99556
a3343,114.14893,36.52141
a3344,113.31718,36.17642
a3345,113.47363,36.29451
a3346,113.85285,34.53944
a3347,114.81312,36.94712
a3348,115.47217,35.23652
a3349,114.14355,34.62535
a3350,115.45411,36.20107
a3351,113.2043,36.96792
a3352,114.01978,34.91297
a3353,115.94551,35.30423
a3354,113.65162,34.75476
a3355,114.46664,36.87231
a3356,114.72955,35.19266
a3357,115.47418,34.60329
a3358,115.57285,35.60913
a3359,114.88325,34.77654
a3360,114.9832,36.98633
a3361,113.67034,35.19064
a3362,114.67272,35.86735
a3363,115.02063,34.68056
a3364,113.23507,35.64305
a3365,113.8362,34.57256
a3366,113.17621,34.51869
a3367,115.36137,34.86696
a3368,113.28728,35.83357
a3369,115.27905,35.23018
a3370,115.37097,35.49627
a3371,115.35695,35.93145
a3372,115.77431,34.49108
a3373,114.02896,34.45617
a3374,114.56825,34.35426
a3375,114.12331,35.77432
a3376,113.52739,35.83519
a3377,114.02561,36.81208
a3378,114.61066,36.87849
a3379,115.59817,34.69497
a3380,115.5955,36.23941
a3381,115.46044,34.37336
a3382,114.25828,36.59371
a3383,113.28446,34.54637
a3384,114.71249,34.93066
a3385,115.89458,34.29401
a3386,115.21628,36.87445
a3387,113.90048,35.25949
a3388,113.61831,35.02073
a3389,114.55629,36.35362
a3390,113.96214,36.02061
a3391,115.51127,34.60294
a3392,114.70065,36.26477
a3393,115.55272,34.79811
a3394,113.94605,34.93698
a3395,113.24285,34.87847
a3396,113.50554,35.5764
a3397,113.28486,35.59344
a3398,115.85558,35.43065
a3399,114.16043,35.61902
a3400,114.52793,34.89862
a3401,113.4869,34.27945
a3402,113.31443,36.33346
a3403,113.97874,35.11224
a3404,114.83314,34.79329
a3405,115.82133,36.06232
a3406,114.61891,35.04172
a3407,113.71303,35.09537
a3408,114.48404,34.76599
a3409,114.66149,34.68748
a3410,113.89007,36.39998
a3411,114.74053,36.40507
a3412,113.95316,34.25078
a3413,113.12055,35.28101
a3414,114.58984,35.91229
a3415,115.82756,36.53854
a3416,113.73929,35.66885
a3417,115.99668,35.64802
a3418,113.53568,36.36293
a3419,115.1643,36.84829
a3420,114.40238,35.94959
a3421,114.23639,36.97035
a3422,115.77333,36.42938
a3423,113.306,35.72303
a3424,114.70284,35.37282
a3425,115.18803,36.69145
a3426,115.78396,36.33908
a3427,113.46456,36.15018
a3428,114.78729,36.18685
a3429,114.75591,35.16894
a3430,114.28439,34.29539
a3431,113.975,35.38697
